Date,BTC_Supply,BTC_USD,BalanceSheet_FED,BalanceSheet_global,Bitcoin_Wikipedia_Search,Dollar_Index,GLD,HashRate,M2_Liquidity,Miners_Revenue_USD,Mining_Difficulty,Nr_Addresses,Nr_Transactions,OIL_USD,QQQ,TLT,Ten_YR_USA,USD_OnChain_Volume,VIX
2010-12-10,4846150.0,0.204,2382294.0,11871.4208,50.285714285714285,80.06999969482422,135.41000366210938,0.0913575317385561,8829.1,2768.7964144936004,12251.9997603745,593.0,467.42857142857144,87.79000091552734,48.08680725097656,64.91165161132812,3.2960000038146973,8172.629833409913,17.610000610351562
2010-12-17,4905800.0,0.24,2385754.0,11775.3249,476.57142857142856,80.37000274658203,134.1999969482422,0.105365686605135,8848.4,2232.820570816157,12251.9997603745,844.7142857142857,589.5714285714286,88.0199966430664,48.20867919921875,64.97437286376953,3.3299999237060547,7022.986929126458,16.110000610351562
2010-12-24,4963300.0,0.248,2427921.0,11815.1288,433.0,80.5,134.66000366210938,0.108001742450377,8857.2,2340.1683204274427,14484.1623612254,830.8571428571429,617.2857142857143,91.51000213623048,48.40319442749024,64.75833892822266,3.3929998874664307,11051.017864720628,16.469999313354492
2010-12-31,5020500.0,0.3,2420570.0,11806.2939,289.7142857142857,79.02999877929688,138.72000122070312,0.118081905079079,8874.8,2308.3808523182283,14484.1623612254,793.1428571428571,580.8571428571429,91.37999725341795,48.15559768676758,65.81224060058594,3.305000066757202,6895.074181599514,17.75
2011-01-07,5076100.0,0.32,2436064.0,11809.9985,265.2857142857143,81.01000213623047,133.5800018310547,0.116733066021777,8888.5,2434.335735129,16307.420938524,938.0,908.4285714285714,88.02999877929688,49.40239715576172,64.5745620727539,3.328000068664551,5399.258347786285,17.139999389648438
2011-01-14,5136250.0,0.4,2468131.0,11873.106,236.0,79.16000366210938,132.69000244140625,0.141052454776314,8887.3,3019.960690656871,16307.420938524,1160.857142857143,1289.0,91.54000091552734,50.40158462524414,64.21796417236328,3.3329999446868896,13800.791058931301,15.460000038146973
2011-01-21,5195350.0,0.4199,2425164.0,11853.5579,226.57142857142858,78.20999908447266,131.02999877929688,0.163144168784427,8910.1,3406.463426442014,18437.6443921663,1224.857142857143,935.4285714285714,89.11000061035156,49.2343978881836,63.99424362182617,3.4159998893737797,13063.397957311372,18.46999931335449
2011-01-28,5254200.0,0.446,2443527.0,11828.8466,222.57142857142858,78.12999725341797,130.27999877929688,0.17836135007481,8790.0,3695.6919920744717,22012.3813379939,1389.7142857142858,1091.142857142857,89.33999633789062,49.27859878540039,64.27393341064453,3.3289999961853027,54671.085925543084,20.040000915527344
2011-02-04,5312350.0,0.811,2469419.0,11806.2203,252.28571428571428,78.04000091552734,131.66000366210938,0.207905868185362,8789.4,5684.8919508316,22012.3813379939,1563.4285714285713,1283.4285714285713,89.02999877929688,50.73759841918945,62.31785202026367,3.651999950408936,27730.080473806145,15.93000030517578
2011-02-11,5376900.0,1.07,2500481.0,11882.8044,987.7142857142857,78.45999908447266,132.32000732421875,0.246841069622479,8868.3,8778.951038379586,25997.8799288144,1823.5714285714287,1299.2857142857142,85.58000183105469,51.67488479614258,62.77400588989258,3.6459999084472656,49275.64180062809,15.6899995803833
2011-02-18,5451400.0,0.8989,2508868.0,11857.2285,852.2857142857143,77.66000366210938,135.41000366210938,0.391485054897639,8886.0,11526.7244570473,36459.8869250751,2845.1428571428573,2051.4285714285716,86.19999694824219,51.93132400512695,62.7950439453125,3.58899998664856,32055.064072864003,16.43000030517578
2011-02-25,5523350.0,0.9112,2533221.0,11933.6695,785.4285714285714,77.27999877929688,137.3800048828125,0.402359639755907,8886.0,9878.037420647443,36459.8869250751,2932.0,2017.142857142857,97.87999725341795,50.97633743286133,64.75277709960938,3.424999952316284,28483.143088704914,19.21999931335449
2011-03-04,5592100.0,0.9012,2545119.0,11930.7926,846.4285714285714,76.4000015258789,139.35000610351562,0.549910616998897,8908.2,9570.910858350102,55589.5181268687,3372.5,2266.4285714285716,104.41999816894533,51.25929260253906,63.92676162719727,3.492000102996826,88113.2032679726,19.059999465942383
2011-03-11,5659550.0,0.88,2577076.0,12031.1986,739.8571428571429,76.77999877929688,138.22000122070312,0.511320012959607,8996.3,8894.6240041059,76192.6193475137,2868.5714285714284,1974.857142857143,101.16000366210938,49.950626373291016,64.44771575927734,3.3929998874664307,63715.24647564597,20.07999992370605
2011-03-18,5703450.0,0.8165,2583046.0,11975.8818,498.42857142857144,75.72000122070312,138.3699951171875,0.522682679914265,9009.4,5717.133130716828,76192.6193475137,2583.714285714286,2869.285714285714,101.06999969482422,48.2147102355957,65.79222106933594,3.2769999504089355,74794.3839002581,24.440000534057617
2011-03-25,5753500.0,0.8838,2601341.0,12042.4918,1967.5714285714287,76.22000122070312,139.25999450683594,0.613584015551528,9005.3,6115.946722756847,76192.6193475137,3930.8571428571427,3441.5714285714284,105.4000015258789,50.33102035522461,64.88420104980469,3.444000005722046,59477.04597380926,17.90999984741211
2011-04-01,5810750.0,0.7741,2622523.0,12135.3396,866.5714285714286,75.83000183105469,139.1999969482422,0.600058247673892,8984.6,7265.681986062628,68977.7846302096,3677.0,2411.0,107.94000244140624,50.88002395629883,65.17127990722656,3.450999975204468,58031.44413325012,17.399999618530273
